road,one-plus-o1011,one-plus-o212,one-plus-o217,one-plus-o219,one-plus-o232,one-plus-o239,one-plus-o39,one-plus-o313,one-plus-o357,random--la12,random--la17,random--la1014,random--la1024,random--la24,random--la211,random--la213,random--la228,random--la315,random--la43,random--la410,random--la419,random--la433,random--la52,random--la518,random--la62,random--la733,random--la819,random--la824,random--la916,random--la926
one-plus-o1011,1.0,0.8461538461538461,0.8666666666666667,0.8564102564102565,0.8444444444444444,0.7948717948717948,0.9466666666666667,0.9533333333333334,0.9030303030303031,0.829059829059829,0.8632478632478633,0.8683760683760684,0.8529914529914531,0.7948717948717949,0.8529914529914531,0.8205128205128205,0.8427350427350427,0.8574074074074074,0.8615384615384616,0.8324786324786325,0.847863247863248,0.8153846153846154,0.8598290598290599,0.7948717948717949,0.8735042735042735,0.811965811965812,0.8666666666666667,0.7914529914529915,0.8688888888888889,0.8518518518518519
one-plus-o212,0.8461538461538461,1.0,0.8280701754385965,0.9592592592592593,0.9111111111111111,0.8666666666666667,0.8400000000000001,0.8333333333333334,0.8303030303030303,0.8507936507936509,0.8736842105263157,0.8581196581196582,0.8469135802469135,0.8256410256410257,0.8567901234567902,0.831578947368421,0.8180555555555555,0.8240740740740741,0.8128654970760233,0.8457516339869281,0.8024691358024691,0.8074074074074074,0.8135802469135802,0.8158730158730159,0.8529914529914531,0.8253968253968254,0.819047619047619,0.816374269005848,0.9088888888888889,0.8685185185185186
one-plus-o217,0.8666666666666667,0.8280701754385965,1.0,0.8777777777777778,0.8962962962962964,0.8512820512820514,0.8666666666666667,0.86,0.8545454545454545,0.8174603174603174,0.855026455026455,0.8786324786324786,0.817283950617284,0.9025641025641026,0.8345679012345679,0.8280701754385965,0.8347222222222223,0.8518518518518519,0.8095238095238095,0.8339869281045752,0.8320987654320987,0.8037037037037037,0.854320987654321,0.8301587301587302,0.8940170940170941,0.8063492063492064,0.780952380952381,0.8161616161616162,0.8688888888888889,0.8740740740740741
one-plus-o219,0.8564102564102565,0.9592592592592593,0.8777777777777778,1.0,0.9037037037037037,0.8512820512820514,0.8666666666666667,0.86,0.8424242424242424,0.8603174603174604,0.8716049382716049,0.8735042735042735,0.8246913580246914,0.8461538461538461,0.8160493827160493,0.8444444444444444,0.8305555555555555,0.8351851851851853,0.8209876543209876,0.8379084967320262,0.8209876543209876,0.7888888888888889,0.8098765432098766,0.8111111111111111,0.8581196581196582,0.8111111111111111,0.8047619047619048,0.817283950617284,0.8688888888888889,0.8240740740740741
one-plus-o232,0.8444444444444444,0.9111111111111111,0.8962962962962964,0.9037037037037037,1.0,0.8444444444444444,0.8444444444444444,0.8518518518518519,0.8296296296296296,0.8518518518518519,0.8395061728395062,0.8617283950617284,0.8098765432098766,0.8320987654320988,0.8296296296296296,0.8518518518518519,0.8197530864197531,0.8246913580246914,0.8074074074074075,0.8444444444444444,0.7950617283950617,0.8666666666666667,0.7950617283950617,0.8395061728395061,0.817283950617284,0.7876543209876543,0.8765432098765432,0.8197530864197531,0.8987654320987655,0.8962962962962964
one-plus-o239,0.7948717948717949,0.8666666666666667,0.8512820512820514,0.8512820512820514,0.8444444444444444,1.0,0.8066666666666666,0.8133333333333334,0.8,0.8188034188034188,0.8324786324786325,0.8170940170940171,0.8427350427350427,0.7948717948717948,0.8529914529914531,0.8427350427350427,0.829059829059829,0.7796296296296297,0.8017094017094017,0.8239316239316239,0.8034188034188035,0.7999999999999999,0.8068376068376069,0.811965811965812,0.811965811965812,0.8222222222222222,0.7794871794871795,0.8717948717948718,0.8755555555555555,0.8351851851851853
one-plus-o39,0.9466666666666667,0.8400000000000001,0.8666666666666667,0.8666666666666667,0.8444444444444444,0.8066666666666666,1.0,0.9933333333333333,0.9,0.8377777777777777,0.8866666666666667,0.8866666666666667,0.9066666666666666,0.8,0.8733333333333333,0.8488888888888889,0.8822222222222222,0.8622222222222222,0.8622222222222222,0.8511111111111112,0.8266666666666667,0.8066666666666666,0.888888888888889,0.8066666666666666,0.888888888888889,0.8488888888888889,0.8511111111111112,0.8,0.8288888888888889,0.8355555555555556
one-plus-o313,0.9533333333333334,0.8333333333333334,0.86,0.86,0.8518518518518519,0.8133333333333334,0.9933333333333333,1.0,0.9066666666666667,0.8311111111111111,0.8933333333333333,0.88,0.9133333333333333,0.7933333333333333,0.8666666666666667,0.8422222222222222,0.8755555555555555,0.8555555555555556,0.8688888888888888,0.8444444444444444,0.8333333333333334,0.8133333333333334,0.8955555555555555,0.8022222222222222,0.8822222222222222,0.8555555555555556,0.8444444444444444,0.7933333333333333,0.8355555555555556,0.8288888888888889
one-plus-o357,0.9030303030303031,0.8303030303030303,0.8545454545454545,0.8424242424242424,0.8296296296296296,0.8,0.9,0.9066666666666667,1.0,0.8181818181818181,0.8787878787878788,0.8505050505050505,0.9050505050505051,0.8020202020202021,0.8484848484848485,0.8181818181818182,0.8202020202020202,0.8383838383838385,0.8484848484848485,0.8282828282828283,0.8020202020202021,0.8242424242424242,0.8383838383838385,0.8262626262626263,0.8565656565656565,0.814141414141414,0.7858585858585859,0.8101010101010101,0.8288888888888889,0.8202020202020202
random--la12,0.829059829059829,0.8507936507936509,0.8174603174603174,0.8603174603174604,0.8518518518518519,0.8188034188034188,0.8377777777777777,0.8311111111111111,0.8181818181818181,1.0,0.7857142857142858,0.7948717948717948,0.8126984126984127,0.8393162393162393,0.8380952380952381,0.8380952380952381,0.807936507936508,0.8296296296296296,0.8111111111111111,0.8380952380952381,0.873015873015873,0.8317460317460318,0.8285714285714285,0.8285714285714286,0.8205128205128205,0.8428571428571429,0.7793650793650794,0.8126984126984127,0.8400000000000001,0.8351851851851853
random--la17,0.8632478632478633,0.8736842105263157,0.855026455026455,0.8716049382716049,0.8395061728395062,0.8324786324786325,0.8866666666666667,0.8933333333333333,0.8787878787878788,0.7857142857142858,1.0,0.8529914529914531,0.8111111111111111,0.8307692307692308,0.8296296296296296,0.7871345029239766,0.8430555555555556,0.8555555555555556,0.801058201058201,0.8366013071895424,0.8382716049382716,0.8098765432098766,0.845679012345679,0.7936507936507937,0.8837606837606837,0.7746031746031745,0.8222222222222222,0.7798941798941799,0.8066666666666666,0.7962962962962963
random--la1014,0.8683760683760684,0.8581196581196582,0.8786324786324786,0.8735042735042735,0.8617283950617284,0.8170940170940171,0.8866666666666667,0.88,0.8505050505050505,0.7948717948717948,0.8529914529914531,1.0,0.864957264957265,0.864957264957265,0.8444444444444444,0.829059829059829,0.8393162393162393,0.837037037037037,0.8529914529914531,0.8923076923076924,0.8085470085470086,0.7914529914529914,0.8393162393162393,0.7982905982905983,0.8341880341880342,0.7777777777777778,0.7811965811965811,0.841025641025641,0.8311111111111111,0.8925925925925926
random--la1024,0.8529914529914531,0.8469135802469135,0.817283950617284,0.8246913580246914,0.8098765432098766,0.8427350427350427,0.9066666666666666,0.9133333333333333,0.9050505050505051,0.8126984126984127,0.8111111111111111,0.864957264957265,1.0,0.8324786324786325,0.8111111111111111,0.8061728395061728,0.8208333333333333,0.8592592592592593,0.8209876543209876,0.8967320261437909,0.7938271604938272,0.7962962962962963,0.8197530864197531,0.8047619047619048,0.8495726495726497,0.7984126984126985,0.8,0.8123456790123457,0.8711111111111112,0.8314814814814815
random--la24,0.7948717948717949,0.8256410256410257,0.9025641025641026,0.8461538461538461,0.8320987654320988,0.7948717948717949,0.8,0.7933333333333333,0.8020202020202021,0.8393162393162393,0.8307692307692308,0.864957264957265,0.8324786324786325,1.0,0.8102564102564103,0.8581196581196582,0.7948717948717948,0.8037037037037037,0.8205128205128205,0.8205128205128205,0.8102564102564103,0.8153846153846154,0.8017094017094017,0.811965811965812,0.8017094017094017,0.7675213675213675,0.7931623931623931,0.8256410256410256,0.7977777777777778,0.8296296296296296
